Concentration - 浓度,M000240,Concentration,浓度,/ˌkɑnsənˈtreɪʃən/,n.,化學,,Concentration is the amount of a substance per unit volume or mass in a mixture or solution.,con centr ate ion,together center make noun,250923A036,「脑科学Week3 Part1」
Phospholipid - 磷脂,M000241,Phospholipid,磷脂,/ˌfɑsfoʊˈlɪpɪd/,n.,生化,,A phospholipid is a lipid molecule that contains a phosphate group and forms the basic structure of cell membranes.,phospho lipid,phosphate fat,250923A036,「脑科学Week3 Part1」
Bilayer - 双层,M000242,Bilayer,双层,/ˈbaɪˌleɪɚ/,n.,生物,,A bilayer is a structure made of two layers.,bi,two,250923A036,「脑科学Week3 Part1」
Mammalian - 哺乳动物的,M000243,Mammalian,哺乳动物的,/məˈmeɪliən/,adj.,,,Mammalian describes animals of the class Mammalia that are characterized by hair and mammary glands.,mammal ian,breast relating_to,250923A036,「脑科学Week3 Part1」
Canonical ionic distributions - 典型离子分布,M000244,Canonical ionic distributions,典型离子分布,/kəˈnɑnɪkəl aɪˈɑnɪk dɪstrɪˈbjuʃənz/,P.,化學,,"Canonical ionic distributions describe the typical spatial arrangements of ions in a material or solution, indicating characteristic charge and concentration patterns.",,,250923A036,「脑科学Week3 Part1」
Graded (Passive) potentials - 分级（被动）电位,M000245,Graded (Passive) potentials,分级（被动）电位,/ˈɡreɪdɪd ˈpæsɪv pəˈtɛnʃəlz/,P.,生理,,Graded (Passive) potentials are changes in membrane potential whose amplitude varies with stimulus strength and that spread passively along the membrane without being regenerated by voltage-gated channels.,,,250923A036,「脑科学Week3 Part1」
Threshold potential - 阈电位,M000246,Threshold potential,阈电位,/ˈθrɛʃhoʊld pəˈtɛnʃəl/,P.,,,Threshold potential is the critical membrane voltage at which a neuron or muscle cell initiates an action potential.,potent ial,power relating_to,250923A036,「脑科学Week3 Part1」
Overshoot - 超冲,M000247,Overshoot,超冲,/ˈoʊvɚˌʃut/,n.,,,Overshoot is the amount by which a system exceeds its target or steady-state value during a transient response.,,,250923A036,「脑科学Week3 Part1」
Undershoot - 下冲,M000248,Undershoot,下冲,/ˈʌndɚˌʃut/,n.,,,Undershoot means a downward movement that briefly pushes a price or value below a target or support level.,,,250923A036,「脑科学Week3 Part1」
Drift - 漂移,M000249,Drift,漂移,/drɪft/,vi.,,,"Drift means to move slowly or be carried along by water, wind, or another force.",,,250923A036,「脑科学Week3 Part1」
V-G ion channels - 电压门控离子通道,M000250,V-G ion channels,电压门控离子通道,,abbr.,,,"V-G ion channels are membrane proteins that open or close in response to changes in membrane voltage, allowing specific ions to pass across the cell membrane.",,,250923A036,「脑科学Week3 Part1」
Gastropod - 腹足类动物,M000251,Gastropod,腹足类动物,/ˈɡæstrəˌpɑd/,n.,,,"Gastropod is any member of the class Gastropoda, a group of mollusks that includes snails and slugs and is characterized by a single muscular foot used for locomotion.",gastro pod,stomach foot,250923A036,「脑科学Week3 Part1」
Nodes of ranvier - 朗飞结,M000252,Nodes of ranvier,朗飞结,/noʊdz əv rænˈvjɛər/,P.,,,Nodes of ranvier are periodic gaps in the myelin sheath along an axon where ion channels concentrate and saltatory conduction occurs.,node,knot,250923A036,「脑科学Week3 Part1」
Saltatory conduction - 跳跃式传导,M000253,Saltatory conduction,跳跃式传导,/ˈsɔltəˌtɔri kənˈdʌkʃən/,P.,,,Saltatory conduction is the rapid propagation of action potentials along myelinated axons in which impulses jump from one node of Ranvier to the next.,saltat con duct ion,jump together lead action,250923A036,「脑科学Week3 Part1」
Pathologies - 病理学,M000254,Pathologies,病理学,/pəˈθɑlədʒiz/,n.,醫學,,"Pathologies refers to the branch of medicine that studies the causes, development, and effects of diseases.",patho logy,disease study_of,250923A036,「脑科学Week3 Part1」
Autoimmune - 自身免疫性,M000255,Autoimmune,自身免疫性,/ˌɔːtoʊɪˈmjun/,adj.,,,Autoimmune describes a condition in which the body's immune system mistakenly attacks its own tissues.,auto immune,self immune,250923A036,「脑科学Week3 Part1」
Multiple sclerosis - 多发性硬化,M000256,Multiple sclerosis,多发性硬化,/ˌmʌltəpəl skləˈroʊsɪs/,P.,,,"Multiple sclerosis is a chronic autoimmune disease of the central nervous system in which the myelin sheath of nerve fibers is damaged, causing a range of neurological symptoms.",multi scler osis,many hard condition,250923A036,「脑科学Week3 Part1」
Guillain-barré syndrome - 格林－巴利综合征,M000257,Guillain-barré syndrome,格林－巴利综合征,/ˌɡiˈjæn bəˈreɪ ˈsɪndroʊ/,P.,,,"Guillain-barré syndrome is an acute autoimmune condition in which the immune system attacks peripheral nerves, causing rapid-onset muscle weakness and sometimes paralysis.",syndrome,collection_of_symptoms,250923A036,「脑科学Week3 Part1」
